









Frequency of observations in the selected location(s).:
Number of taxa: 	955

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Turquoise-fronted Amazon	0.0	1.42E-5	1.35E-5	1.0E-5	1.45E-5	1.29E-5	1.0E-5	1.91E-4	1.751E-4	2.95E-5	3.11E-5	5.58E-5	3.12E-5	4.61E-5	0.0	1.181E-4	1.069E-4	0.0	0.0	6.0E-5	0.0	0.0	0.0	2.57E-5	0.0	0.0	0.0	5.12E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5E-5	0.0	0.0	0.0	0.0	0.0	1.68E-5	3.11E-5	
White-fronted Amazon	2.26E-5	0.0	0.0	0.0	0.0	1.29E-5	0.0	0.0	1.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15E-5	
Orange-winged Amazon	8.924E-4	9.925E-4	0.0010546	7.61E-4	0.0011599	0.001173	0.001018	0.0011736	0.001401	0.0013403	0.0013836	0.0020854	0.0020464	0.0017505	0.0023672	0.0025509	0.0021204	0.0023037	0.0015939	0.0012608	8.381E-4	0.0010539	0.0015814	0.0015907	0.0013293	0.0018162	0.0012482	0.0011515	8.839E-4	7.879E-4	8.554E-4	0.0012511	0.0016727	0.001243	0.0015648	0.0018361	0.0020244	0.0017102	0.0015561	0.0014936	0.0013949	0.0012383	0.0013885	0.0015424	0.0013119	0.0017478	0.0014773	0.0014528	
amazon sp.	1.13E-5	2.84E-5	6.76E-5	4.01E-5	0.0	1.29E-5	1.297E-4	5.46E-5	1.168E-4	7.36E-5	6.22E-5	6.69E-5	6.25E-5	7.68E-5	2.9E-5	7.09E-5	8.91E-5	0.0	2.61E-5	2.0E-5	2.62E-5	3.01E-5	0.0	7.7E-5	3.5E-5	0.0	7.34E-5	2.56E-5	0.0	3.43E-5	0.0015	2.23E-5	2.79E-5	2.89E-5	2.75E-5	6.19E-5	2.41E-5	4.07E-5	6.4E-5	0.0	2.25E-5	4.42E-5	0.0	1.57E-5	2.05E-5	5.96E-5	6.71E-5	8.3E-5	
Green-cheeked Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04E-5	
Hyacinth Macaw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Peach-fronted Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nanday Parakeet	0.0257221	0.0255083	0.0268111	0.0263234	0.0310842	0.0298015	0.0255704	0.032273	0.0320486	0.0304008	0.0310921	0.0352073	0.0398182	0.0452528	0.04672	0.0403652	0.0321977	0.0270056	0.0231513	0.0228537	0.0247761	0.0224925	0.0233178	0.0222958	0.0246965	0.0239012	0.0234214	0.0231576	0.0245453	0.0227109	0.0217141	0.0218941	0.0229991	0.0189923	0.020974	0.0187737	0.0183159	0.0178557	0.0201872	0.0229878	0.0254455	0.0241686	0.02317	0.0241592	0.0246602	0.027428	0.0239214	0.0260984	
Sun Parakeet	1.13E-5	0.0	0.0	0.0	0.0	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	1.56E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78E-5	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-and-yellow Macaw	4.632E-4	4.537E-4	7.166E-4	6.909E-4	5.944E-4	7.734E-4	6.986E-4	9.962E-4	9.778E-4	9.427E-4	9.172E-4	9.702E-4	9.216E-4	6.449E-4	0.0011183	9.684E-4	6.415E-4	7.163E-4	5.487E-4	6.404E-4	5.5E-4	3.914E-4	4.031E-4	6.671E-4	6.646E-4	8.718E-4	6.241E-4	8.444E-4	7.479E-4	8.906E-4	4.277E-4	5.138E-4	9.757E-4	8.672E-4	8.236E-4	8.871E-4	0.0010604	8.144E-4	5.116E-4	6.331E-4	4.275E-4	7.518E-4	5.858E-4	7.712E-4	0.0010454	0.0013108	7.218E-4	9.547E-4	
Chestnut-fronted Macaw	5.987E-4	6.239E-4	6.625E-4	6.208E-4	5.944E-4	5.414E-4	6.388E-4	7.096E-4	7.589E-4	0.0010163	9.017E-4	0.0012825	0.0011872	0.0010595	0.0012344	0.0011928	7.306E-4	7.937E-4	5.749E-4	5.803E-4	4.976E-4	6.624E-4	7.442E-4	8.723E-4	8.745E-4	7.991E-4	6.241E-4	5.629E-4	4.759E-4	3.425E-4	5.593E-4	4.245E-4	3.067E-4	4.336E-4	4.118E-4	4.745E-4	6.507E-4	6.515E-4	4.477E-4	7.305E-4	4.5E-4	3.98E-4	5.207E-4	5.823E-4	6.355E-4	0.0012711	8.561E-4	8.302E-4	
Scarlet Macaw	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0E-5	0.0	3.01E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-and-yellow x Scarlet Macaw (hybrid)	0.0	0.0	1.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
large macaw sp.	0.0	0.0	0.0	0.0	0.0	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-crowned Parakeet	0.0025643	0.0021694	0.0034883	0.0025332	0.0032621	0.0030291	0.0028944	0.0031795	0.0042031	0.0034613	0.0039798	0.0039032	0.0044051	0.0036853	0.003834	0.0047002	0.0042764	0.0035814	0.0030572	0.0031819	0.0041905	0.0041251	0.003907	0.0039255	0.0042677	0.0049037	0.0032305	0.0036847	0.0041135	0.003631	0.0033558	0.002949	0.0030665	0.0025439	0.0027453	0.0026407	0.0031571	0.0034205	0.0030696	0.0032793	0.0028573	0.0024323	0.0024298	0.0022034	0.0029723	0.0031182	0.0031224	0.0022415	
Green Parakeet	3.39E-5	2.84E-5	2.7E-5	5.01E-5	4.35E-5	5.16E-5	1.0E-5	1.092E-4	1.022E-4	2.95E-5	1.555E-4	1.115E-4	9.37E-5	6.14E-5	7.26E-5	9.45E-5	0.0	1.94E-5	0.0	2.0E-5	2.62E-5	0.0	6.2E-5	1.283E-4	1.049E-4	1.09E-4	2.203E-4	5.12E-5	1.02E-4	6.85E-5	6.58E-5	6.7E-5	5.58E-5	2.89E-5	1.098E-4	2.06E-5	0.0	8.14E-5	0.0	0.0	2.25E-5	2.21E-5	2.17E-5	3.15E-5	1.64E-4	5.96E-5	5.04E-5	5.19E-5	
Crimson-fronted Parakeet	2.26E-5	1.42E-5	1.082E-4	6.01E-5	1.305E-4	5.16E-5	4.99E-5	1.365E-4	1.313E-4	5.89E-5	1.866E-4	1.227E-4	1.25E-4	6.14E-5	4.36E-5	1.417E-4	7.13E-5	1.94E-5	0.0	2.0E-5	2.62E-5	9.03E-5	9.3E-5	2.053E-4	2.798E-4	1.816E-4	1.836E-4	5.12E-5	1.7E-4	3.43E-5	3.29E-5	6.7E-5	0.0	0.0	5.49E-5	2.06E-5	0.0	8.14E-5	0.0	3.25E-5	9.0E-5	2.21E-5	2.17E-5	6.3E-5	2.05E-4	1.99E-5	5.04E-5	6.23E-5	
Scarlet-fronted Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45E-5	1.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56E-5	6.8E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04E-5	
Scarlet-fronted/Cordilleran Parakeet	3.39E-5	2.84E-5	2.7E-5	4.01E-5	4.35E-5	7.73E-5	0.0015	1.228E-4	8.76E-5	5.89E-5	1.244E-4	7.81E-5	4.69E-5	4.61E-5	5.81E-5	4.72E-5	0.0	0.0	5.23E-5	0.0	5.24E-5	3.01E-5	6.2E-5	7.7E-5	1.749E-4	1.816E-4	1.836E-4	7.68E-5	6.8E-5	3.43E-5	3.29E-5	6.7E-5	0.0	0.0	5.49E-5	2.06E-5	0.0	6.11E-5	0.0	0.0	2.25E-5	2.21E-5	2.17E-5	3.15E-5	1.025E-4	3.97E-5	3.36E-5	4.15E-5	
Mitred Parakeet	0.001525	0.0020276	0.0017712	0.0018323	0.0021167	0.0019593	0.0022057	0.0025109	0.0023496	0.0024303	0.0025806	0.002565	0.0024681	0.0024876	0.0025851	0.0039326	0.0025658	0.0019746	0.0022995	0.0029418	0.0019381	0.0020776	0.0021395	0.003438	0.0027635	0.0030875	0.00279	0.0027124	0.0018698	0.0018155	0.001645	0.0020107	0.0018399	0.0018212	0.0020315	0.0020012	0.0025305	0.0028911	0.002558	0.003052	0.0027223	0.0021228	0.0020827	0.0020775	0.0023164	0.0025621	0.002048	0.0024594	
Red-masked Parakeet	0.0010393	0.0014746	0.0017441	0.0010513	0.0013918	0.001289	0.0012875	0.0016375	0.0017075	0.0018853	0.0022542	0.0026096	0.0023744	0.0022726	0.0024979	0.0036374	0.0021382	0.0021682	0.0016985	0.001681	0.001519	0.0015959	0.0019225	0.002617	0.0024487	0.0027243	0.0015051	0.0018168	0.0018018	0.0017812	0.0020398	0.0019213	0.0024254	0.0015321	0.0017295	0.0016298	0.0016147	0.0020156	0.0015775	0.0025488	0.0011474	0.0011719	0.0011715	0.0011804	0.0011889	0.0014499	0.0013765	0.0018264	
Mitred/Red-masked Parakeet	1.807E-4	2.127E-4	1.893E-4	1.302E-4	2.9E-4	2.578E-4	2.196E-4	2.047E-4	1.605E-4	3.388E-4	2.487E-4	2.23E-4	4.374E-4	2.61E-4	1.743E-4	4.96E-4	4.811E-4	3.485E-4	1.829E-4	2.602E-4	2.357E-4	2.71E-4	1.55E-4	3.079E-4	1.749E-4	3.632E-4	2.57E-4	2.815E-4	1.02E-4	2.055E-4	6.58E-5	1.564E-4	3.067E-4	2.024E-4	4.118E-4	2.888E-4	4.097E-4	2.24E-4	3.198E-4	3.896E-4	3.6E-4	2.211E-4	4.122E-4	1.416E-4	2.255E-4	1.986E-4	2.854E-4	2.179E-4	
White-eyed Parakeet	5.535E-4	7.657E-4	8.518E-4	7.109E-4	7.974E-4	8.765E-4	5.39E-4	0.0010507	6.421E-4	0.0010016	9.639E-4	7.695E-4	7.342E-4	7.217E-4	7.697E-4	0.0011219	0.0011226	9.099E-4	5.226E-4	7.404E-4	7.857E-4	7.829E-4	8.992E-4	0.001719	0.0012243	0.0011624	0.0012849	9.468E-4	9.519E-4	8.221E-4	0.0013818	0.0014075	7.527E-4	0.0011274	0.0012079	9.077E-4	8.435E-4	9.366E-4	5.329E-4	9.741E-4	0.0012599	7.518E-4	6.725E-4	7.712E-4	6.355E-4	0.00143	0.0013765	9.651E-4	
Psittacara sp.	5.65E-5	8.51E-5	5.41E-5	5.01E-5	2.9E-5	3.87E-5	7.98E-5	5.46E-5	5.84E-5	4.42E-5	9.33E-5	4.46E-5	3.12E-5	3.07E-5	5.81E-5	7.09E-5	1.782E-4	1.549E-4	0.0	2.0E-5	2.62E-5	3.01E-5	3.1E-5	1.283E-4	1.049E-4	1.09E-4	1.836E-4	2.56E-5	3.4E-5	6.85E-5	6.58E-5	1.34E-4	1.673E-4	8.67E-5	1.098E-4	1.65E-4	7.23E-5	8.14E-5	4.26E-5	1.136E-4	1.125E-4	0.0	8.68E-5	4.72E-5	8.2E-5	5.96E-5	1.68E-5	1.038E-4	
large parakeet sp. (former Aratinga sp.)	2.26E-5	2.84E-5	5.41E-5	4.01E-5	7.25E-5	1.289E-4	1.198E-4	2.73E-5	1.46E-5	5.89E-5	1.55E-5	4.46E-5	0.0015	3.07E-5	5.81E-5	1.299E-4	5.35E-5	7.74E-5	5.23E-5	0.0	5.24E-5	0.0	6.2E-5	7.7E-5	0.0	0.0	0.0	2.56E-5	3.4E-5	6.85E-5	6.58E-5	0.0	0.0	8.67E-5	0.0	8.25E-5	1.687E-4	6.11E-5	8.53E-5	9.74E-5	0.0	8.84E-5	6.51E-5	4.72E-5	6.15E-5	3.97E-5	3.36E-5	4.15E-5	
parakeet sp.	8.585E-4	0.0010351	0.0012709	0.0010113	0.0011889	0.0014695	0.0012975	0.0011736	0.0013427	0.0014434	0.001508	0.0014721	0.0011091	0.0012284	0.0014087	0.0014408	0.0014611	0.0014713	0.0012281	0.0011407	0.0010738	0.0011442	7.442E-4	0.0013342	0.0012593	9.081E-4	0.0014317	9.724E-4	0.0012579	0.0012674	0.0015134	0.0015192	0.001812	0.0014743	0.0016746	0.0018155	0.0015906	0.001812	0.0016201	0.001591	0.0012374	0.0015479	0.0013885	0.0011489	0.0016399	9.136E-4	0.0015108	0.0014217	
parrot sp.	9.04E-5	9.93E-5	9.46E-5	5.01E-5	7.25E-5	1.933E-4	2.096E-4	1.501E-4	1.022E-4	1.62E-4	1.399E-4	2.007E-4	9.37E-5	1.228E-4	1.017E-4	1.653E-4	3.029E-4	1.742E-4	7.84E-5	1.401E-4	1.048E-4	3.01E-5	6.2E-5	2.053E-4	2.099E-4	1.816E-4	1.468E-4	1.279E-4	1.7E-4	3.43E-5	2.303E-4	1.564E-4	1.673E-4	5.78E-5	1.373E-4	1.857E-4	2.169E-4	1.425E-4	1.066E-4	1.948E-4	4.5E-5	1.769E-4	1.519E-4	9.44E-5	1.23E-4	1.192E-4	5.04E-5	6.23E-5	
Small-billed Elaenia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.798E-4	1.951E-4	0.0	0.0	0.0	0.0	2.04E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
elaenia sp. (genus Elaenia)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Olive-sided Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45E-5	1.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4E-5	6.85E-5	1.316E-4	3.351E-4	6.969E-4	0.0015032	9.334E-4	4.126E-4	2.651E-4	0.0	7.887E-4	2.597E-4	0.0	1.769E-4	2.17E-5	0.0	0.0	0.0	0.0	0.0	
Western Wood-Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032E-4	1.205E-4	0.0	2.13E-5	2.11E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Wood-Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47E-5	0.0	5.58E-5	2.812E-4	0.0022266	0.0093672	0.010546	0.0154485	0.0059819	0.0045989	0.0038423	0.0030119	0.0038843	0.0034109	0.0029505	0.0022738	0.0018525	0.003047	0.0026356	0.0031617	0.0056863	0.0130943	0.0241281	0.0366034	0.0498367	0.0526822	0.0516381	0.0613342	0.0704048	0.0713479	0.0406831	0.0147138	0.0033168	3.254E-4	1.102E-4	0.0015	0.0	0.0	0.0	
Western/Eastern Wood-Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54E-5	0.0	3.54E-5	5.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	0.0	0.0	2.79E-5	0.0	2.75E-5	1.032E-4	7.23E-5	3.258E-4	1.066E-4	1.136E-4	2.25E-5	0.0	2.17E-5	0.0	0.0	0.0	0.0	0.0	
Cuban Pewee	3.276E-4	2.269E-4	3.11E-4	1.902E-4	1.015E-4	2.191E-4	6.99E-5	4.09E-5	0.0	1.62E-4	0.0015	0.0	0.0	1.54E-5	1.452E-4	0.0	1.78E-5	0.0	5.23E-5	6.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25E-5	6.63E-5	0.0013668	7.082E-4	6.15E-4	5.561E-4	3.19E-4	2.491E-4	
pewee sp. (Contopus sp.)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18E-5	0.0	1.94E-5	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79E-5	0.0	5.49E-5	2.06E-5	2.41E-5	1.018E-4	4.26E-5	3.25E-5	2.25E-5	2.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-bellied Flycatcher	4.97E-4	2.552E-4	1.893E-4	4.01E-5	0.0	1.29E-5	1.0E-5	4.09E-5	8.76E-5	3.24E-4	9.33E-5	7.81E-5	7.81E-5	6.14E-5	2.9E-5	0.0	0.0	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	6.85E-5	0.0	1.34E-4	4.46E-4	4.336E-4	2.196E-4	3.095E-4	5.061E-4	3.665E-4	2.132E-4	2.273E-4	5.175E-4	4.422E-4	1.302E-4	2.676E-4	8.2E-4	4.369E-4	1.679E-4	3.113E-4	
Acadian Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42E-5	0.0	2.23E-5	8.435E-4	0.001812	0.0061867	0.0068141	0.007359	0.0049752	0.0054089	0.0060236	0.0052905	0.0052994	0.0051473	0.0056958	0.0043027	0.0029786	0.0035609	0.0025077	0.0022777	0.003357	0.0075341	0.0167333	0.0273201	0.0435637	0.0492505	0.0484403	0.0462236	0.030092	0.0154974	0.0035228	4.725E-4	2.21E-5	8.68E-5	0.0	0.0	0.0	0.0	0.0	
Alder Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56E-5	1.54E-5	2.9E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.713E-4	0.0024017	0.0046916	0.0034847	0.0029197	0.0059298	0.0034453	0.0014219	6.108E-4	5.116E-4	3.896E-4	6.75E-5	4.42E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Willow Flycatcher	1.582E-4	2.552E-4	3.921E-4	1.101E-4	4.35E-5	6.44E-5	1.597E-4	1.501E-4	7.3E-5	1.47E-5	0.0	0.0	1.56E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.645E-4	3.128E-4	3.903E-4	6.649E-4	2.471E-4	3.507E-4	1.446E-4	1.222E-4	1.279E-4	0.0	0.0	0.0	2.17E-5	6.3E-5	9.02E-4	3.972E-4	1.679E-4	1.038E-4	
Alder/Willow Flycatcher (Traill's Flycatcher)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45E-5	1.18E-5	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.85E-5	3.619E-4	8.266E-4	0.0013381	0.0012719	0.0015374	8.458E-4	0.0011086	9.976E-4	6.821E-4	2.11E-4	0.0015	2.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Least Flycatcher	0.0021124	0.0016448	0.0020957	0.0013317	9.279E-4	9.925E-4	8.583E-4	7.778E-4	5.546E-4	6.039E-4	4.353E-4	2.677E-4	3.437E-4	2.303E-4	2.469E-4	1.417E-4	1.782E-4	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29E-4	8.266E-4	0.0024811	0.0032955	0.0069456	0.0051164	0.0037596	0.0030744	0.0040076	0.0014611	0.0012824	0.0012604	0.0010847	0.0016211	0.0027879	0.0023237	0.0019976	9.962E-4	
Hammond's Flycatcher	7.91E-5	8.649E-4	5.814E-4	2.703E-4	2.32E-4	2.32E-4	1.797E-4	2.183E-4	1.605E-4	0.0	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41E-5	8.14E-5	4.26E-5	1.62E-5	4.5E-5	1.99E-4	4.34E-5	1.57E-5	2.05E-5	3.97E-5	0.0	3.11E-5	
Western Flycatcher	2.711E-4	7.09E-5	1.217E-4	1.101E-4	4.639E-4	1.933E-4	2.99E-5	0.0	0.0	3.535E-4	5.13E-4	4.46E-5	4.69E-5	1.382E-4	1.307E-4	3.54E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.444E-4	0.0	0.0	6.821E-4	9.254E-4	2.925E-4	1.99E-4	0.0010847	2.676E-4	1.025E-4	0.0	3.36E-5	6.23E-5	
Empidonax sp.	9.04E-5	7.09E-5	9.46E-5	6.01E-5	4.35E-5	9.02E-5	8.98E-5	1.36E-5	2.481E-4	8.84E-5	1.244E-4	4.46E-5	1.406E-4	2.61E-4	7.988E-4	3.897E-4	4.633E-4	1.936E-4	1.045E-4	1.001E-4	5.24E-5	3.01E-5	0.0	1.283E-4	3.5E-5	3.63E-5	3.67E-5	7.68E-5	1.36E-4	5.481E-4	0.0017766	0.003083	0.0055477	0.0074582	0.0091144	0.0098614	0.0098086	0.0079404	0.005244	0.002289	4.05E-4	3.759E-4	3.688E-4	2.046E-4	1.435E-4	9.93E-5	1.175E-4	9.34E-5	
Eastern Phoebe	0.278165	0.2708505	0.2728293	0.2592292	0.2443674	0.2171307	0.1896122	0.2134933	0.1869646	0.1437114	0.0849281	0.0306237	0.0039834	0.0014588	0.0011328	8.503E-4	3.92E-4	2.904E-4	7.84E-5	8.0E-5	2.62E-5	0.0015	0.0	0.0	0.0	0.0	3.67E-5	0.0	6.8E-5	0.0	6.58E-5	1.34E-4	3.624E-4	7.516E-4	0.0012079	0.0046831	0.0360293	0.1534734	0.2974782	0.3607747	0.3820644	0.3751106	0.3598733	0.3566741	0.3412664	0.3245879	0.3215377	0.2947305	
Say's Phoebe	1.13E-4	1.56E-4	0.0	3.0E-5	3.48E-4	3.87E-5	0.0	0.0	0.0	5.89E-5	7.77E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.476E-4	1.205E-4	1.425E-4	0.0	3.25E-5	0.0	0.0	0.0	0.0	0.0	0.0015	1.68E-5	1.453E-4	
Vermilion Flycatcher	0.0077833	0.0073732	0.0078148	0.005527	0.0054078	0.004447	0.0032237	0.0036026	0.0028896	0.001414	3.265E-4	1.896E-4	4.69E-5	3.07E-5	0.0	1.18E-5	1.78E-5	0.0	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89E-5	1.098E-4	4.126E-4	5.302E-4	0.0012827	0.0029204	0.005682	0.006592	0.006899	0.005619	0.006752	0.0069901	0.0062562	0.0052879	0.0061225	
Ash-throated Flycatcher	0.0040103	0.0040552	0.003948	0.0030639	0.0022182	0.0019206	0.0013673	0.0012691	8.319E-4	6.039E-4	6.529E-4	6.134E-4	7.498E-4	6.296E-4	1.888E-4	8.27E-5	1.78E-5	0.0	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.68E-5	6.8E-5	0.0	0.0	0.0	0.0	5.78E-5	8.24E-5	4.13E-5	9.64E-5	1.222E-4	4.69E-4	0.0011689	0.0012374	0.0015921	0.0029505	0.0040606	0.0047353	0.0036941	0.0027027	0.0030924	
Great Crested Flycatcher	0.0221524	0.0214673	0.0246343	0.0235599	0.0258358	0.0260892	0.02577	0.0398739	0.0490215	0.0604039	0.0804664	0.1587394	0.278446	0.3237412	0.3404737	0.3275506	0.310805	0.2846523	0.2750196	0.2558535	0.225368	0.2087862	0.2122171	0.2022783	0.1758841	0.1356702	0.1147944	0.1004606	0.0922319	0.1005721	0.1041619	0.110498	0.1009172	0.0703032	0.0535057	0.0380426	0.0286547	0.0259997	0.0256869	0.0237345	0.0194609	0.019724	0.0192216	0.0210114	0.0225488	0.0202781	0.0213866	0.0222589	
Brown-crested Flycatcher	8.133E-4	5.105E-4	6.219E-4	6.709E-4	0.0010149	6.961E-4	4.092E-4	3.275E-4	3.357E-4	2.651E-4	2.332E-4	3.68E-4	1.562E-4	1.996E-4	1.017E-4	3.54E-5	0.0	0.0	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.238E-4	0.0	2.036E-4	1.066E-4	1.786E-4	4.95E-4	8.624E-4	6.725E-4	0.0011017	0.0012709	0.0012314	0.0011247	4.773E-4	
